JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits
personnel technician,2601078.42,381.58,17091.04,777857.58,2618551.04,3396408.62
personnel trainee,219942.67,810.86,1061.5,103594.43,221815.03,325409.46
personnel/payroll repres,497635.0,2408.33,44984.33,196036.02,545027.66,741063.68
pest control specialist,487601.97,7437.91,11471.28,0.0,506511.16,506511.16
pharmacist,19991182.1,1027808.48,1002413.63,5007976.33,22021404.21,27029380.54
pharmacy helper,1314310.75,58088.04,9242.08,410123.86,1381640.87,1791764.73
pharmacy technician,16940769.57,904277.77,372195.13,5256721.17,18217242.47,23473963.64
photographer,695374.38,6745.19,19256.99,248805.87,721376.56,970182.43
physical therapist,15139733.96,0.0,58893.8,4135419.05,15198627.76,19334046.81
physical therapist assistant,1409315.67,3854.77,51984.75,390104.35,1465155.19,1855259.54
physical therapy aide,755492.29,469.46,7845.26,0.0,763807.01,763807.01
physician assistant,6621041.33,412010.98,271552.07,1376203.35,7304604.38,8680807.73
physician specialist,32323596.3,0.0,1145262.43,6895685.71,33468858.73,40364544.44
pianist,30971.01,0.0,0.0,1173.04,30971.01,32144.05
pile worker,3903224.66,112812.6,70595.96,1135695.28,4086633.22,5222328.5
piledriver engine operator,553804.1,24278.94,33791.41,155371.08,611874.45,767245.53
piledriver supervisor 1,590426.17,28211.67,18598.38,225246.16,637236.22,862482.38
piledriver supervisor i,267975.35,488.76,192.0,0.0,268656.11,268656.11
pilot of fire boats,1854244.32,370797.92,110059.98,437734.13,2335102.22,2772836.35
pipe welder,2451734.05,180368.74,32250.28,655159.87,2664353.07,3319512.94
planner 1,1868065.69,1252.7,14118.82,707359.2,1883437.21,2590796.41
planner 2,6520064.5,0.0,53853.29,2498248.64,6573917.79,9072166.43
planner 3,14234108.82,0.0,93129.84,5080386.86,14327238.66,19407625.52
planner 3-environmental review,6529665.4,0.0,90925.69,2386992.58,6620591.09,9007583.67
planner 4,6716629.53,0.0,53229.55,2259813.36,6769859.08,9029672.44
planner 4-environmental review,4361952.42,0.0,64693.43,1493755.37,4426645.85,5920401.22
planner 5,1933458.03,0.0,28360.03,576170.92,1961818.06,2537988.98
planner i,252458.23,0.0,2608.85,0.0,255067.08,255067.08
planner ii,2160750.06,0.0,9898.56,0.0,2170648.62,2170648.62
planner iii,4568238.52,0.0,34059.1,0.0,4602297.62,4602297.62
planner iii-environmental review,1485513.64,0.0,22859.89,0.0,1508373.53,1508373.53
planner iv,2290447.16,0.0,33531.75,0.0,2323978.91,2323978.91
planner iv-environmental review,1467158.75,0.0,19445.45,0.0,1486604.2,1486604.2
planner technician,700929.19,0.0,744.0,263536.25,701673.19,965209.44
planner v,552601.72,0.0,1130.0,0.0,553731.72,553731.72
plumber,21823024.02,1521508.41,1330603.31,6217555.44,24675135.74,30892691.18
plumber supervisor 1,2786547.54,95942.42,251503.75,1001674.28,3133993.71,4135667.99
plumber supervisor 2,357122.72,3590.73,17898.22,124022.63,378611.67,502634.3
plumber supervisor i,810789.45,58697.1,77058.03,0.0,946544.58,946544.58
plumber supervisor ii,115875.04,3749.09,8274.48,0.0,127898.61,127898.61
plumbing inspector,6399389.28,127277.36,445712.37,1797260.99,6972379.01,8769640.0
police communications shift supervisor,695384.17,26617.99,69760.46,0.0,791762.62,791762.62
police officer,122133701.95,13009256.74,6968766.81,41047170.29,142111725.5,183158895.79
police officer 2,127019430.71,19360218.74,9439271.54,39760439.94,155818920.99,195579360.93
police officer 3,261614385.58,39748129.59,25247067.72,79480736.85,326609582.89,406090319.74
police officer i,45419185.23,3326554.92,4568480.93,0.0,53314221.08,53314221.08
police officer ii,37306190.75,2943627.19,4255252.53,0.0,44505070.47,44505070.47
police officer iii,82826897.96,6528196.42,10227900.04,0.0,99582994.42,99582994.42
police services aide,96049.51,6890.39,10481.17,18732.86,113421.07,132153.93
pool lifeguard,1989236.52,947.15,39507.39,160816.99,2029691.06,2190508.05
port director,974436.93,0.0,6533.0,218814.36,980969.93,1199784.29
porter,56105128.99,4475830.89,2089449.13,19924594.23,62670409.01,82595003.24
porter assistant supervisor,774597.58,50152.06,47080.02,293239.51,871829.66,1165069.17
porter supervisor 1,1974750.77,338735.34,113689.76,893257.64,2427175.87,3320433.51
porter supervisor i,567084.97,91859.17,16948.44,0.0,675892.58,675892.58
power generation supervisor,1535272.64,289953.25,132012.43,452910.38,1957238.32,2410148.7
power generation technician 1,510201.22,104592.36,14816.54,203041.1,629610.12,832651.22
power generation technician 2,2350696.08,570951.18,260189.88,850086.04,3181837.14,4031923.18
power generation technician i,61224.61,16674.4,1770.87,0.0,79669.88,79669.88
power generation technician ii,860742.65,305345.75,95552.91,0.0,1261641.31,1261641.31
power house electrician supervisor i,101871.64,5881.89,3639.02,0.0,111392.55,111392.55
power house operator,1476164.68,357524.84,89491.9,478497.47,1923181.42,2401678.89
power plant supervisor 1,177889.1,11598.41,33105.31,71191.82,222592.82,293784.64
power plant supervisor i,88446.84,7956.06,5742.73,0.0,102145.63,102145.63
powerhouse electrician supervisor ii,56616.0,7823.58,20349.95,0.0,84789.53,84789.53
pr administrative analyst,49183552.6,37503.13,346936.0,17004682.3,49567991.73,66572674.03
"pr distatty invstgtor,specunit",7059.9,0.0,14742.2,2873.13,21802.1,24675.23
pr environmental hlth insp,1708758.16,0.0,24437.82,582849.32,1733195.98,2316045.3
pr fare collections receiver,521577.32,22277.26,27678.95,205437.69,571533.53,776971.22
"pr investigator, tax collector",284564.51,2858.12,0.0,105445.12,287422.63,392867.75
pr payroll & personnel clerk,3890564.39,246512.61,83297.41,1554956.93,4220374.41,5775331.34
pr personal property auditor,1441276.71,0.0,11440.0,447616.97,1452716.71,1900333.68
pr real property appraiser,2281540.24,0.0,51839.61,803210.26,2333379.85,3136590.11
"prdainvest,specunit (sfers)",190221.4,0.0,0.0,7136.09,190221.4,197357.49
principal account clerk,9864257.91,145737.41,77594.21,3196431.29,10087589.53,13284020.82
principal accountant,6741262.73,0.0,97281.56,0.0,6838544.29,6838544.29
principal administrative analyst,13230525.15,2189.44,134096.92,0.0,13366811.51,13366811.51
principal administrative anaylst ii,2260022.75,0.0,25606.88,0.0,2285629.63,2285629.63
principal civil engineer,4229902.78,0.0,171070.32,0.0,4400973.1,4400973.1
principal clerk,27637856.1,487403.43,308693.17,9195527.44,28433952.7,37629480.14
principal district attorney's investigator,238164.76,0.0,14619.81,0.0,252784.57,252784.57
principal environ specialist,2327592.54,0.0,27676.84,821564.36,2355269.38,3176833.74
principal environmental health inspector,665892.75,0.0,0.0,0.0,665892.75,665892.75
principal environmental specialist,790792.03,0.0,22104.34,0.0,812896.37,812896.37
principal fare collections receiver,166518.4,10054.67,8371.99,0.0,184945.06,184945.06
"principal investigator, tax collector",84196.82,0.0,0.0,0.0,84196.82,84196.82
principal management analyst,278861.53,0.0,19619.83,0.0,298481.36,298481.36
principal mgmt analyst,669815.8,0.0,28453.05,236775.7,698268.85,935044.55
principal museum preparator,234175.35,2720.02,7224.1,88697.21,244119.47,332816.68
principal parts storekeeper,400185.59,102918.91,7813.82,136566.33,510918.32,647484.65
principal payroll and personnel clerk,1201477.99,56331.52,3753.76,0.0,1261563.27,1261563.27
principal permit and citation clerk,478462.41,19166.34,5859.39,0.0,503488.14,503488.14
principal personal property auditor,434822.56,0.0,3800.0,0.0,438622.56,438622.56
principal personnel analyst,1473765.59,0.0,6036.95,375603.65,1479802.54,1855406.19
principal real property appraiser,510130.49,0.0,51054.8,0.0,561185.29,561185.29
principal real property ofc,687156.96,0.0,0.0,226061.37,687156.96,913218.33
principal real property officer,246118.98,0.0,2193.0,0.0,248311.98,248311.98
principal recreation sprv,130375.66,0.0,4408.94,4380.23,134784.6,139164.83
principal recreation supervisor,39230.05,0.0,1301.61,0.0,40531.66,40531.66
principal water services clerk,3005297.49,48316.68,13763.91,956802.07,3067378.08,4024180.15
prnpl admin analyst ii,6413015.28,0.0,73675.93,2129271.19,6486691.21,8615962.4
probate examiner,1161724.36,0.0,41077.13,256884.11,1202801.49,1459685.6
program specialist,19550725.16,142673.62,263555.06,6020969.99,19956953.84,25977923.83
program specialist supervisor,1839324.59,0.0,170.0,541770.67,1839494.59,2381265.26
program support analyst,6165566.67,6980.48,53540.33,1866032.26,6226087.48,8092119.74
project manager 1,5256356.88,0.0,52450.78,1746110.03,5308807.66,7054917.69
project manager 2,6427042.79,8511.9,30235.74,2046070.19,6465790.43,8511860.62
project manager 3,5002896.19,0.0,58606.29,1500034.44,5061502.48,6561536.92
project manager 4,2719949.18,0.0,36620.86,781844.09,2756570.04,3538414.13
project manager i,1603164.05,0.0,10350.0,0.0,1613514.05,1613514.05
project manager ii,909945.78,0.0,0.0,0.0,909945.78,909945.78
project manager iii,1347098.8,0.0,5648.05,0.0,1352746.85,1352746.85
project manager iv,1083280.9,0.0,36486.4,0.0,1119767.3,1119767.3
"property manager, port",1899744.47,0.0,0.0,655501.31,1899744.47,2555245.78
protective services supervisor,14979078.01,435340.7,575259.54,4172436.43,15989678.25,20162114.68
protective services worker,66041775.73,1297879.52,1626404.84,19362524.19,68966060.09,88328584.28
prpl permit and citation clerk,1518483.46,56806.91,1520.0,610549.26,1576810.37,2187359.63
ps aide health services,2967811.39,10208.12,34746.17,447681.94,3012765.68,3460447.62
ps aide to prof,11342434.71,35686.75,75999.52,3774860.74,11454120.98,15228981.72
psychiatric social worker,34248334.38,120772.87,844135.69,10020988.84,35213242.94,45234231.78
psychiatric technician,7903786.5,452442.05,532547.56,2596403.94,8888776.11,11485180.05
pub safety communication coord,2406641.53,160327.83,171777.4,915465.6,2738746.76,3654212.36
publ svc aide-asst to prof,6004710.13,43150.2,33248.84,1127388.97,6081109.17,7208498.14
public defender,859033.01,0.0,0.0,200145.72,859033.01,1059178.73
public defender's investigator,3279042.85,0.0,19828.89,958928.45,3298871.74,4257800.19
public health nurse,24328648.92,2527.36,1066172.39,6827280.8,25397348.67,32224629.47
public health team leader,3920800.42,200017.2,251817.23,1240477.38,4372634.85,5613112.23
public information officer,2678015.9,1185.4,26568.34,943622.27,2705769.64,3649391.91
public relations assistant,929997.81,0.0,5558.61,381393.07,935556.42,1316949.49
public relations manager,231138.83,0.0,1018.49,0.0,232157.32,232157.32
public relations mgr,836632.47,0.0,6972.0,331293.04,843604.47,1174897.51
public relations officer,6573991.29,0.0,44606.73,1860544.33,6618598.02,8479142.35
public safety comm tech,,0.0,0.0,7959.18,0.0,7959.18
public safety communications dispatcher,10977579.4,1561730.3,975380.79,0.0,13514690.49,13514690.49
public safety communications technician,0.0,0.0,149.51,0.0,149.51,149.51
public safetycomm disp,35899176.02,5344424.7,3045980.66,14626724.0,44289581.38,58916305.38
public safetycomm supv,6425366.87,713560.44,505410.91,2491185.61,7644338.22,10135523.83
public service aide-admin,641022.4,27825.25,5167.85,268935.03,674015.5,942950.53
public service aide-administrative,97590.49,220.67,777.38,0.0,98588.54,98588.54
public service aide-assistant to professionals,1339366.01,937.65,10173.03,0.0,1350476.69,1350476.69
public service aide-associate to professionals,2571458.37,3735.91,19419.13,0.0,2594613.41,2594613.41
public service aide-health services,1327570.39,4956.51,24058.18,0.0,1356585.08,1356585.08
public service aide-special programs,3232900.31,7752.64,20916.32,0.0,3261569.27,3261569.27
public service aide-technical,2552.55,0.0,0.0,221.72,2552.55,2774.27
public service trainee,13024941.06,80077.6,73725.43,3075254.89,13178744.09,16253998.98
public svc aide-public works,20342976.44,151124.68,260034.08,3474205.59,20754135.2,24228340.79
purchaser,2871498.99,2373.04,10208.14,881801.87,2884080.17,3765882.04
radiologic tech sprv,1514138.03,93551.5,114105.79,511096.79,1721795.32,2232892.11
radiologic technologist supervisor,490933.19,32711.11,19944.33,0.0,543588.63,543588.63
"real estate devt. mgr, sfmta",358861.03,0.0,0.0,120463.62,358861.03,479324.65
real property appraiser,8143996.72,0.0,204419.36,2690257.48,8348416.08,11038673.56
real property appraiser trainee,57154.04,0.0,1400.0,0.0,58554.04,58554.04
real property manager,351474.1,0.0,647.76,137525.67,352121.86,489647.53
real property officer,165560.51,0.0,10873.16,0.0,176433.67,176433.67
recreation coordinator,11940994.09,576.62,195737.32,4073960.51,12137308.03,16211268.54
recreation director,0.0,503.75,130108.28,165491.25,130612.03,296103.28
recreation leader,16975500.23,5478.25,283242.76,869549.73,17264221.24,18133770.97
recreation specialist,2691998.1,475.03,58697.55,945401.59,2751170.68,3696572.27
recreation supervisor,2935748.86,372.71,62383.77,867577.42,2998505.34,3866082.76
registered nurse,498104707.5,20249081.97,43874803.45,134312316.46,562228592.92,696540909.38
regulatory specialist,3674693.7,0.0,41584.31,1096983.57,3716278.01,4813261.58
rehabilitation counselor,1093488.83,0.0,15874.0,356840.12,1109362.83,1466202.95
rehabilitation services coordinator,1221779.23,0.0,14877.85,0.0,1236657.08,1236657.08
rehabilitation svcs coord,3556408.2,0.0,73672.34,1381516.21,3630080.54,5011596.75
rent board supervisor,333958.16,0.0,0.0,97231.22,333958.16,431189.38
"rep, comm status of women",454341.34,0.0,5621.02,152234.88,459962.36,612197.24
"rep, human rights comm",880058.82,0.0,19985.34,359059.84,900044.16,1259104.0
"representative, commission on the status of women",134774.55,0.0,3018.9,0.0,137793.45,137793.45
"representative, human rights commission",600179.71,0.0,4750.9,0.0,604930.61,604930.61
research assistant,831220.49,469.61,3203.04,298090.5,834893.14,1132983.64
"research asst, superior court",2180179.96,0.0,115464.58,775279.36,2295644.54,3070923.9
research psychologist,661708.54,0.0,0.0,154936.83,661708.54,816645.37
respiratory care practitioner,727023.31,10174.19,4877.23,149955.87,742074.73,892030.6
retirement analyst,456232.93,2217.28,5690.6,0.0,464140.81,464140.81
roofer,2265772.52,32514.87,22460.0,682639.64,2320747.39,3003387.03
roofer supervisor 1,266696.16,1716.01,0.0,100891.41,268412.17,369303.58
roofer supervisor i,82127.55,1007.69,0.0,0.0,83135.24,83135.24
safety analyst,4835934.96,0.0,19173.47,1196342.49,4855108.43,6051450.92
safety officer,3084814.6,0.0,2912.33,736282.96,3087726.93,3824009.89
school crossing guard,5030293.53,0.0,55118.81,150497.9,5085412.34,5235910.24
"sctry, bldg inspection comm",293565.18,0.0,0.0,101879.67,293565.18,395444.85
"sctry, human svcs. commission",114141.1,0.0,0.0,3659.3,114141.1,117800.4
"sctry, juv probation comm",169504.62,0.0,0.0,68523.0,169504.62,238027.62
secretary 1,3928290.41,134446.94,80190.38,1885247.36,4142927.73,6028175.09
secretary 2,16924606.49,203072.16,321505.16,7394822.64,17449183.81,24844006.45
secretary i,1245578.13,69155.61,20525.71,0.0,1335259.45,1335259.45
secretary ii,5830882.7,60746.43,86145.61,0.0,5977774.74,5977774.74
secretary to the presiding judge,67631.84,0.0,35024.28,0.0,102656.12,102656.12
"secretary, building inspection commission",107903.2,0.0,5818.26,0.0,113721.46,113721.46
"secretary, comm on the environ",291757.2,0.0,0.0,106698.56,291757.2,398455.76
"secretary, commission on the environment",91117.7,0.0,0.0,0.0,91117.7,91117.7
"secretary, health commission",338531.93,0.0,0.0,91495.93,338531.93,430027.86
"secretary, human services commission",32723.1,0.0,0.0,0.0,32723.1,32723.1
"secretary, library commission",364646.17,0.0,0.0,103833.87,364646.17,468480.04
"secretary,juvenile probation commission",48840.11,0.0,0.0,0.0,48840.11,48840.11
security analyst,1901031.18,0.0,30217.96,467709.47,1931249.14,2398958.61
security guard,3664243.17,799417.09,237811.98,1395032.93,4701472.24,6096505.17
sen hospital eligibility wrkr,213460.31,2085.6,974.95,88370.53,216520.86,304891.39
senior account clerk,31143495.75,167758.44,251065.65,10736112.51,31562319.84,42298432.35
senior accountant,3914016.6,196.4,12206.95,0.0,3926419.95,3926419.95
senior administrative analyst,64139579.5,5947.0,367026.33,18240001.4,64512552.83,82752554.23
senior airport communications dispatcher,691464.73,79100.38,29544.62,0.0,800109.73,800109.73
senior assessment clerk,635797.32,0.0,894.62,26231.95,636691.94,662923.89
senior benefits analyst,2254403.99,26314.25,11897.31,874508.22,2292615.55,3167123.77
senior book repairer,282607.34,0.0,264.99,90223.75,282872.33,373096.08
senior building inspector,3875761.9,72907.85,202094.88,998790.41,4150764.63,5149555.04
senior central processing and distribution technic,154492.82,1375.2,7394.58,0.0,163262.6,163262.6
senior claims investigator,444412.52,32850.63,19017.71,120190.44,496280.86,616471.3
"senior claims investigator,city attorney's office",619576.19,0.0,0.0,0.0,619576.19,619576.19
senior clerk,44980264.4,613656.13,655028.29,17510292.77,46248948.82,63759241.59
senior clerk typist,51033259.56,625553.89,1061420.48,16822176.51,52720233.93,69542410.44
senior collections officer,9782677.58,11810.92,104525.1,3034118.46,9899013.6,12933132.06
senior comm systems technican,2330561.13,322784.97,136239.9,747564.64,2789586.0,3537150.64
senior community development specialist i,2586561.14,0.0,7719.27,0.0,2594280.41,2594280.41
senior community development specialist ii,2015707.96,0.0,13076.69,0.0,2028784.65,2028784.65
senior const inspector,4524129.84,488734.26,74719.16,1597368.15,5087583.26,6684951.41
senior construction inspector,1322097.26,105892.85,63007.33,0.0,1490997.44,1490997.44
"senior counselor, juvenile hall",952526.06,296438.84,42210.01,0.0,1291174.91,1291174.91
senior court staff attorney,680979.46,0.0,50000.83,0.0,730980.29,730980.29
senior customer service agent,3616709.2,123468.43,123961.68,0.0,3864139.31,3864139.31
senior data entry operator,27727.36,0.0,4329.61,14852.31,32056.97,46909.28
senior deputy sheriff,32203510.15,5855037.62,3577662.59,8829845.68,41636210.36,50466056.04
senior district attorney's investigator,574696.32,12938.82,52626.01,0.0,640261.15,640261.15
senior electrical inpsector,873361.7,128970.33,43035.13,300201.08,1045367.16,1345568.24
senior electrical inspector,332416.5,43666.92,9193.51,0.0,385276.93,385276.93
senior eligibility worker,55423394.5,608034.65,1503894.6,15482270.47,57535323.75,73017594.22
senior emp relations repres,684587.78,0.0,0.0,230583.36,684587.78,915171.14
senior employee assistance counselor,83522.21,0.0,0.0,0.0,83522.21,83522.21
senior employee relations representative,201375.18,0.0,0.0,0.0,201375.18,201375.18
senior engineer,12496132.49,0.0,270054.82,0.0,12766187.31,12766187.31
senior environment specialist,1559012.55,0.0,740.79,0.0,1559753.34,1559753.34
senior environmental health inspector,3556681.05,1001.61,64146.66,0.0,3621829.32,3621829.32
senior estate investigator,1511998.22,0.0,13707.51,389357.86,1525705.73,1915063.59
senior fare collections receiver,889346.66,71377.94,35120.55,0.0,995845.15,995845.15
senior fiscal technician,1746058.54,0.0,54397.85,428167.03,1800456.39,2228623.42
senior food service supervisor,259422.72,19337.12,2124.03,86237.91,280883.87,367121.78
senior food service worker,3277255.74,414594.91,111222.29,1377260.7,3803072.94,5180333.64
senior general utility mechanic,81771.8,2475.53,1091.96,0.0,85339.29,85339.29
senior health educator,710864.37,0.0,8531.32,196134.12,719395.69,915529.81
senior health program planner,3176492.91,0.0,9815.91,859726.62,3186308.82,4046035.44
senior housing inspector,2176583.49,2940.67,48008.16,557584.94,2227532.32,2785117.26
senior human resources analyst,194422.98,0.0,624.0,0.0,195046.98,195046.98
senior industrial hygienist,3577378.63,0.0,1202.0,1182568.97,3578580.63,4761149.6
senior industrial hygienist dept of public health,1094942.95,0.0,17.4,0.0,1094960.35,1094960.35
"senior investigator, office of citizen's complaint",274644.08,0.0,0.0,0.0,274644.08,274644.08
senior laundry worker,801411.06,106944.79,74342.02,312950.51,982697.87,1295648.38
senior legal process clerk,9242483.62,334181.62,301908.53,3125807.22,9878573.77,13004380.99
senior light rail vehicle equipment engineer,133818.4,0.0,6712.06,0.0,140530.46,140530.46
senior maintenance controller,138817.25,5084.32,21688.2,18335.51,165589.77,183925.28
senior management assistant,13693388.46,38297.71,132570.57,4145768.42,13864256.74,18010025.16
"senior marriage, family & child counselor (mfcc)",787861.05,0.0,12461.43,0.0,800322.48,800322.48
senior materials and supplies supervisor,52064.23,1983.9,0.0,0.0,54048.13,54048.13
senior medical social worker,1705767.43,0.0,9546.08,492758.02,1715313.51,2208071.53
senior medical transcriber typist,58484.63,1937.96,0.0,0.0,60422.59,60422.59
senior microbiologist,1500185.42,0.0,26956.56,407267.11,1527141.98,1934409.09
senior microphoto/imaging technician,378554.44,817.33,2272.0,0.0,381643.77,381643.77
senior morgue attendant,278952.05,0.0,110.56,89385.17,279062.61,368447.78
senior museum preparator,416822.18,3916.83,13776.08,120173.71,434515.09,554688.8
senior museum registrar,771144.59,221.14,143291.5,255355.55,914657.23,1170012.78
senior occupational therapist,2061548.15,0.0,4778.1,562520.5,2066326.25,2628846.75
senior offset machine operator,131875.55,1518.96,0.0,37152.04,133394.51,170546.55
senior operations manager,60428.78,0.0,0.0,0.0,60428.78,60428.78
senior parking control officer,7827324.4,1235779.53,371051.65,2778700.43,9434155.58,12212856.01
senior parts storekeeper,2192027.12,255482.43,56299.15,777894.17,2503808.7,3281702.87
senior payroll and personnel clerk,3535285.26,198342.57,44677.58,0.0,3778305.41,3778305.41
senior permit and citation clerk,1131491.39,25486.74,18844.99,0.0,1175823.12,1175823.12
senior personal property auditor,1049759.95,0.0,17450.22,0.0,1067210.17,1067210.17
senior personnel analyst,35410093.52,0.0,315702.62,10073130.72,35725796.14,45798926.86
senior personnel clerk,8584804.96,78139.49,118409.83,2944256.62,8781354.28,11725610.9
senior pharmacy helper,261061.42,15103.62,4149.7,87879.18,280314.74,368193.92
senior physical therapist,2258006.37,0.0,4941.01,573312.75,2262947.38,2836260.13
senior physician specialist,64033313.58,1737.76,4914386.82,14538683.75,68949438.16,83488121.91
senior plan checker,452059.1,0.0,0.0,117266.0,452059.1,569325.1
senior plumbing inspector,1400618.73,21724.14,70450.88,367599.77,1492793.75,1860393.52
senior police communications dispatcher,1894208.68,239292.2,171594.03,0.0,2305094.91,2305094.91
senior power generation technician,518265.64,259708.81,34609.49,0.0,812583.94,812583.94
senior power house operator,1524002.27,259242.45,83650.29,420676.03,1866895.01,2287571.04
"senior property manager, port",1348375.13,0.0,2840.0,352251.18,1351215.13,1703466.31
senior psychiatric orderly,292938.02,0.0,4795.91,87103.89,297733.93,384837.82
senior psychiatric social worker,2118869.12,7605.99,50573.46,0.0,2177048.57,2177048.57
senior public defender's investigator,632753.98,0.0,5046.77,0.0,637800.75,637800.75
senior purchaser,4108062.96,0.0,19282.17,1158472.65,4127345.13,5285817.78
senior radio technician,735015.85,81638.31,49666.64,0.0,866320.8,866320.8
senior real property appraiser,4762427.04,0.0,135305.46,1333208.5,4897732.5,6230941.0
senior real property officer,982760.64,0.0,16008.09,248446.0,998768.73,1247214.73
senior social worker,24858238.6,6121.52,617810.05,6853584.5,25482170.17,32335754.67
senior stationary engineer,11615294.65,1541618.79,1312331.07,3508323.67,14469244.51,17977568.18
"senior stationary engineer, sewage plant",3436994.07,264489.67,332131.11,0.0,4033614.85,4033614.85
"senior stationary engineer, water treatment plant",1399505.71,160626.31,245174.55,0.0,1805306.57,1805306.57
senior storekeeper,1908449.39,13534.34,33729.09,660443.67,1955712.82,2616156.49
senior street inspector,1398752.33,199062.96,13734.64,404289.29,1611549.93,2015839.22
"senior supervising probation officer, juvenile pou",46804.65,0.0,0.0,0.0,46804.65,46804.65
senior swimming instructor,505703.36,3461.46,12127.39,0.0,521292.21,521292.21
senior systems accountant,4731762.41,0.0,17365.21,0.0,4749127.62,4749127.62
senior telephone operator,3917534.89,252323.8,187762.65,1287054.72,4357621.34,5644676.06
senior transcriber typist,207360.23,2844.72,11525.29,80248.39,221730.24,301978.63
senior transit information clerk,190333.82,0.0,3948.38,0.0,194282.2,194282.2
senior transit traffic checker,278683.21,26125.84,11148.39,90575.97,315957.44,406533.41
senior unit clerk,994726.31,7732.01,24920.93,341024.2,1027379.25,1368403.45
senior water service inspector,3150283.56,76807.2,205154.66,806295.14,3432245.42,4238540.56
senior water services clerk,10269589.7,156947.65,46601.98,3544762.58,10473139.33,14017901.91
sergeant 2,17093013.8,2417043.39,1892992.01,5157441.57,21403049.2,26560490.77
sergeant 3,136906198.42,17953922.5,17530266.93,40343526.43,172390387.85,212733914.28
sergeant i (police department),2052255.7,204785.84,253595.66,0.0,2510637.2,2510637.2
sergeant ii (police department),2400738.44,196057.3,193436.63,0.0,2790232.37,2790232.37
sergeant iii (police department),37642172.34,2811538.41,4186565.73,0.0,44640276.48,44640276.48
"sergeant, (police department)",4548419.24,711812.29,610784.97,1352111.01,5871016.5,7223127.51
sewage treatment plant superintendent,845736.03,0.0,33631.31,0.0,879367.34,879367.34
sewage treatment plant supt,3125274.42,1487.35,142876.51,1016325.55,3269638.28,4285963.83
sewer maintenance worker,1980004.63,125969.81,103108.35,654559.17,2209082.79,2863641.96
sewer repair supervisor,1854515.72,384488.14,332141.34,537465.66,2571145.2,3108610.86
sewer service worker,8862314.38,942146.14,401667.64,2812679.8,10206128.16,13018807.96
shade and drapery worker,216600.86,4178.8,2389.75,77251.51,223169.41,300420.92
sheet metal supervisor 1,1243322.93,4467.37,65924.17,444114.32,1313714.47,1757828.79
sheet metal supervisor i,503725.34,1063.48,2794.12,0.0,507582.94,507582.94
sheet metal worker,9752992.25,136693.69,279846.87,2730549.62,10169532.81,12900082.43
sheet metal worker supervisor ii,224442.0,333.0,21936.38,0.0,246711.38,246711.38
sheet metal wrk supervisor 2,286128.17,2145.2,11970.59,95469.3,300243.96,395713.26
shelter office assistant supervisor,55019.12,39.55,1797.31,0.0,56855.98,56855.98
shelter office asst supv,174868.15,1168.62,7667.93,81869.05,183704.7,265573.75
shelter office supervisor,55726.07,0.0,7587.07,0.0,63313.14,63313.14
shelter officer supervisor,185651.96,0.0,24604.87,84874.49,210256.83,295131.32
shelter service rep,1110864.94,27376.95,28127.89,477070.3,1166369.78,1643440.08
shelter service representative,284761.54,7180.88,7304.35,0.0,299246.77,299246.77
shelter veterinarian,657168.65,0.0,22905.0,167160.73,680073.65,847234.38
sheriff,212539.04,0.0,0.0,4586.26,212539.04,217125.3
sheriff (sfers),516823.1,0.0,150135.12,188758.35,666958.22,855716.57
sheriff's cadet,7029241.21,921790.47,309038.15,3191137.88,8260069.83,11451207.71
sheriff's captain,4482415.34,141880.99,403586.94,1074272.73,5027883.27,6102156.0
sheriff's lieutenant,16792194.67,1584961.95,1717852.59,4253466.03,20095009.21,24348475.24
sheriff's property keeper,521041.28,145.95,253.27,76822.75,521440.5,598263.25
sheriff's sergeant,22034378.14,2058739.81,2539629.93,5845933.44,26632747.88,32478681.32
sign worker,5117077.38,72637.69,52544.19,1688544.52,5242259.26,6930803.78
signal and systems engineer,202134.82,0.0,0.0,4184.97,202134.82,206319.79
snr permit and citation clerk,4088511.71,140301.19,33532.18,1724365.96,4262345.08,5986711.04
social work specialist,8113461.6,6020.86,131906.07,2633427.37,8251388.53,10884815.9
social work supervisor,5840603.43,0.0,75519.41,1824057.65,5916122.84,7740180.49
social worker,7738567.43,13994.34,117407.26,2709045.27,7869969.03,10579014.3
soft floor coverer,545358.07,4927.31,13979.89,120220.11,564265.27,684485.38
soft floor coverer supervisor,87163.52,3498.08,598.5,0.0,91260.1,91260.1
soft floor coverer supvr i,306048.09,6842.24,2160.93,109371.26,315051.26,424422.52
special assistant 10,478284.85,0.0,0.0,9931.44,478284.85,488216.29
special assistant 11,69476.84,0.0,0.0,29566.78,69476.84,99043.62
special assistant 13,13968.25,0.0,0.0,5574.06,13968.25,19542.31
special assistant 14,52856.46,0.0,1500.0,19416.42,54356.46,73772.88
special assistant 15,181963.22,0.0,3486.0,83655.81,185449.22,269105.03
special assistant 16,201193.31,0.0,5250.57,79151.39,206443.88,285595.27
special assistant 18,11215.17,0.0,0.0,4039.6,11215.17,15254.77
special assistant 19,677353.83,0.0,3000.0,232822.46,680353.83,913176.29
special assistant 21,564537.29,0.0,10147.58,184360.29,574684.87,759045.16
special assistant 22,960447.41,0.0,63677.05,282160.88,1024124.46,1306285.34
